date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 15,home,vs. Crowder,L,6-3,6,6,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 16,home,vs. Cloud County,L,5-4,5,5,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 16,home,vs. Coffeyville,W,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 17,home,Crowder,L,9-7,9,9,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 21,home,Grayson,L,2-1,2,2,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 21,home,Grayson,L,13-10,13,13,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 24,home,Murray State,W,15-5,15,15,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 25,away,Western Oklahoma State,W,15-4,15,15,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 28,home,Arkansas Baptist,W,18-2,18,18,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 29,home,Arkansas Baptist,W,10-1,10,10,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Feb 29,home,Arkansas Baptist,W,17-1,17,17,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 1,away,Murray State,W,18-5,18,18,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 3,away,Redlands,W,8-5,8,8,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 5,away,Rose State,W,7-2,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 7,home,Rose State,W,6-1,6,6,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 7,home,Rose State,W,11-0,11,11,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 10,away,Carl Albert State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 12,away,Eastern Oklahoma State,L,13-10,13,13,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 14,home,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 14,home,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 17,home,Cowley,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 20,away,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 21,away,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 21,away,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 26,away,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 28,home,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 28,home,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Mar 31,home,Western Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 3,away,Arkansas Baptist,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 4,away,Arkansas Baptist,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 4,away,Arkansas Baptist,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 7,home,vs. Hutchinson,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 9,home,Rose State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 11,away,Rose State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 11,away,Rose State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 14,home,Redlands,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 16,home,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 18,away,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 18,away,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 24,home,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 25,home,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 25,home,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 28,away,Cowley,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
Apr 30,home,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 2,away,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 2,away,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 7,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 8,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 9,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 10,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 14,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 15,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 16,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 23,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 24,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 25,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 26,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 27,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 28,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 29,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
May 30,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,mattkaiserm9q8,Matt Kaiser
