date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 11,away,Santa Fe,L,13-0,13,13,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 12,home,Palm Beach State,W,12-5,12,12,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 13,home,St. Johns River State,,,,,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 16,away,Eastern Florida State,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 19,home,Webber International University B,W,11-6,11,11,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 20,home,Southeastern University B,L,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 22,home,Lake-Sumter State,L,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 23,home,University of Tampa B,W,5-2,5,5,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 25,home,Santa Fe,L,11-6,11,11,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 27,home,Florida Southern College B,W,14-1,14,14,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Feb 28,away,Rollins College,W,10-1,10,10,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 4,home,St. Petersburg,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 6,away,St. Petersburg,L,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 8,home,St. Petersburg,L,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 9,away,State College of Florida,L,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 11,home,State College of Florida,L,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 13,away,State College of Florida,L,10-0,10,10,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 15,home,Hillsborough,W,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 16,home,Hillsborough,L,8-5,8,8,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 18,away,Hillsborough,L,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 20,home,South Florida State,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 22,away,South Florida State,W,8-6,8,8,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 23,home,South Florida State,L,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 25,away,Florida SouthWestern State,L,5-0,5,5,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 27,home,Florida SouthWestern State,W,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 29,away,Florida SouthWestern State,L,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Mar 30,home,Elev8 Post Grad Program,W,13-0,13,13,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 1,home,Florida Southern College B,W,13-2,13,13,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 2,away,University of Tampa B,W,8-4,8,8,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 6,away,St. Petersburg,W,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 8,home,St. Petersburg,L,19-5,19,19,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 10,away,St. Petersburg,W,10-6,10,10,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 12,home,State College of Florida,W,9-8,9,9,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 13,away,State College of Florida,W,11-10,11,11,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 15,home,State College of Florida,L,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 17,away,Hillsborough,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 19,home,Hillsborough,,,,,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 20,away,Hillsborough,L,6-5,6,6,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 22,away,South Florida State,L,5-4,5,5,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 24,home,South Florida State,W,13-5,13,13,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 25,home,Hillsborough,L,11-10,11,11,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 26,away,South Florida State,L,13-3,13,13,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 27,home,Florida SouthWestern State,L,7-3,7,7,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
Apr 29,away,Florida SouthWestern State,L,10-3,10,10,,,,,,,,,,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
May 1,home,Florida SouthWestern State,L,8-5,8,8,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Polk State,polkstatecollege,samkoruschakw3pb,Sam Koruschak
